2024-02-08 16:33:09,318 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-02-08 16:33:09,340 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-02-08 16:33:09,341 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-02-08 16:33:09,342 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-02-08 16:33:09,344 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-02-08 16:33:09,344 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-02-08 16:33:09,345 INFO  SwAddin.cs: 201 - Setting up command manager
2024-02-08 16:33:09,346 INFO  SwAddin.cs: 204 - Adding command manager
2024-02-08 16:33:09,349 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-02-08 16:33:09,350 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-02-08 16:33:09,350 INFO  SwAddin.cs: 210 - Adding event handlers
2024-02-08 16:33:09,393 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-02-08 16:34:00,035 INFO  SwAddin.cs: 294 - Assembly export called for file Scara
2024-02-08 16:34:01,921 INFO  SwAddin.cs: 313 - Saving assembly
2024-02-08 16:34:02,776 INFO  SwAddin.cs: 316 - Opening property manager
2024-02-08 16:34:02,792 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Scara
2024-02-08 16:34:02,800 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Scara
2024-02-08 16:34:02,801 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Scara
2024-02-08 16:34:02,801 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 16:34:02,804 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-02-08 16:34:02,806 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Scara.step-1
2024-02-08 16:34:02,806 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Scara.step-1
2024-02-08 16:34:02,807 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Scara.step-1
2024-02-08 16:34:02,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Scara
2024-02-08 16:34:02,808 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Scara
2024-02-08 16:34:02,808 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Scara
2024-02-08 16:34:02,809 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-08 16:34:02,809 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-02-08 16:34:02,809 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Scara.step-1
2024-02-08 16:34:02,810 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Scara.step-1
2024-02-08 16:34:02,810 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Scara.step-1
2024-02-08 16:34:03,211 INFO  SwAddin.cs: 339 - Loading config tree
2024-02-08 16:34:03,215 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-02-08 16:34:03,221 INFO  SwAddin.cs: 344 - Showing property manager
2024-02-08 16:35:00,503 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
